teacher_code,nom,prenom,sexe,date_naissance,telephone,email,specialite,grade,date_embauche,statut
TEACH-04392,Boutin,Martin,F,1996-12-13,02 85 54 58 14,navarrolorraine@example.org,Intelligence Artificielle,Vacataire,2020-12-14,Vacataire
TEACH-04393,Lemaître,Marcelle,F,1970-09-04,+33 (0)4 57 84 43 72,thomashumbert@example.org,Cloud,Professeur,2012-09-17,Vacataire
TEACH-04394,Maillet,Nicole,F,1980-04-14,+33 4 83 20 58 98,aime56@example.net,IA,Professeur,2017-04-25,Vacataire
TEACH-04395,Morel,Michel,F,1961-11-17,02 62 63 17 63,maillotbernard@example.net,Intelligence Artificielle,Maître Assistant,2011-01-19,Vacataire
TEACH-04396,Becker,Antoine,F,1998-09-11,04 37 22 17 29,gabriel12@example.net,Cybersécurité,Vacataire,2024-07-02,Permanent
TEACH-04397,Poirier,Marie,F,1967-10-23,0381421373,lucas81@example.org,Cloud,Vacataire,2007-01-29,Vacataire
TEACH-04398,Boyer,Margaud,M,1983-07-20,01 58 32 43 45,agnesbonnin@example.com,IA,Maître Assistant,2011-02-27,Vacataire
TEACH-04399,Ruiz,Théophile,M,1970-02-26,0587131003,philippedufour@example.com,Cybersécurité,Assistant,2017-11-19,Permanent
TEACH-04400,Robin,Véronique,F,1980-05-24,0247682442,wbegue@example.org,IA,Professeur,2021-07-31,Permanent
TEACH-04401,Hoarau,Pierre,M,1975-01-02,0299163627,lelievremichelle@example.com,Cybersécurité,Maître Assistant,2010-10-08,Vacataire
TEACH-04402,Léger,Nicole,M,1985-01-29,+33 (0)2 31 16 83 89,dumashonore@example.com,Cloud,Vacataire,2011-04-17,Permanent
TEACH-04403,Brunel,Daniel,F,1982-07-08,+33 (0)4 90 53 41 56,marionwilliam@example.net,IA,Professeur,2007-05-05,Vacataire
TEACH-04404,Fleury,Charlotte,F,1999-12-07,+33 (0)3 39 76 04 29,ibailly@example.org,Data Science,Maître Assistant,2015-03-19,Vacataire
TEACH-04405,Allard,Zoé,F,1992-01-22,+33 1 72 13 94 09,lefortleon@example.net,Python,Vacataire,2006-10-28,Vacataire
TEACH-04406,Laroche,Manon,F,1984-10-08,+33 1 83 70 30 53,danielle40@example.org,Intelligence Artificielle,Maître Assistant,2015-12-26,Permanent
TEACH-04407,Rossi,Jeannine,M,1996-09-29,+33 (0)1 79 31 97 18,maggie40@example.org,Data Science,Assistant,2025-01-21,Permanent
TEACH-04408,Guillot,Danielle,F,1993-04-28,+33 (0)5 34 62 54 36,alexandremichelle@example.com,Data Science,Professeur,2006-11-25,Vacataire
TEACH-04409,Bodin,Alain,M,1988-05-24,771234567,,IA,Assistant?,2017-09-28,Vacataire
TEACH-04410,Couturier,Bernadette,M,1971-09-23,0783922976,dos-santosmargot@example.org,Base de données,Assistant,2017-08-08,Vacataire
TEACH-04411,Laroche,Eugène,M,1980-12-16,0489728807,frossi@example.net,Python,Maître Assistant,2021-02-03,Vacataire
TEACH-04412,Blanc,Franck,M,1999-12-16,04 94 83 21 74,guillotvalentine@example.org,Data Science,Assistant,2013-07-26,Permanent
TEACH-04413,Bonnin,Noémi,F,1963-11-28,0373024310,huetagnes@example.com,Python,Maître Assistant,2020-02-07,Vacataire
TEACH-04414,Guillaume,Luc,F,1997-11-06,0148591760,zdelahaye@example.com,IA,Professeur,2025-04-12,Vacataire
TEACH-04415,Nguyen,Michelle,M,1981-04-02,+33 (0)4 86 76 08 76,elisabethmarion@example.com,Python,Maître Assistant,2015-06-20,Vacataire
TEACH-04416,Boutin,Yves,F,1995-04-07,+33 2 45 05 82 76,margot69@example.net,Base de données,Assistant,2024-10-29,Permanent
TEACH-04417,Valentin,Isaac,F,1999-12-06,+33 (0)4 69 40 79 69,gmenard@example.org,Cybersécurité,Assistant,2016-05-11,Vacataire
TEACH-04418,Fournier,Alexandre,M,1980-06-30,+33 (0)5 63 86 02 18,rmarty@example.net,Cloud,Assistant,2020-08-04,Vacataire
TEACH-04419,Richard,François,F,1988-02-15,0182967773,cbaudry@example.com,Intelligence Artificielle,Professeur,2009-11-04,Permanent
TEACH-04420,Benard,Guy,M,1973-01-24,0296749823,gregoire46@example.net,Python,Professeur,2009-12-30,Permanent
TEACH-04421,Aubry,Céline,M,1961-02-25,0477005321,xbodin@example.net,Base de données,Assistant,2021-02-26,Vacataire
TEACH-04422,Breton,Marc,F,1963-03-27,+33 1 75 60 98 72,henri00@example.net,IA,Maître Assistant,2016-11-12,Permanent
TEACH-04423,Marin,Zacharie,F,1969-01-11,+33 (0)3 79 62 95 67,aureliemeunier@example.com,Python,Professeur,2021-07-14,Vacataire
TEACH-04424,Guillaume,Juliette,M,1997-05-24,+33 4 58 89 38 84,philippeclaire@example.com,Python,Vacataire,2017-12-24,Vacataire
TEACH-04425,Salmon,Léon,F,1966-09-01,0174769921,chantal58@example.net,Cloud,Professeur,2008-10-24,Vacataire
TEACH-04426,Roger,Zoé,M,1972-06-19,0443365191,efoucher@example.org,IA,Professeur,2017-06-06,Vacataire
TEACH-04427,Tanguy,Anouk,F,1988-06-14,03 29 20 92 92,lacombeagathe@example.com,IA,Maître Assistant,2016-11-19,Permanent
TEACH-04428,Coste,Philippe,F,2000-05-18,04 27 52 89 09,rodriguesedouard@example.com,Base de données,Maître Assistant,2009-07-21,Permanent
TEACH-04429,Samson,Dorothée,M,1962-07-17,06 76 35 51 30,glevy@example.com,Cloud,Vacataire,2012-08-17,Permanent
TEACH-04430,Chartier,Susanne,F,1961-10-15,+33 2 48 78 83 46,luciepicard@example.net,Cybersécurité,Vacataire,2018-11-14,Permanent
TEACH-04431,Dupuy,Valérie,M,1981-11-26,0339936659,genevievehuet@example.com,Python,Vacataire,2010-07-21,Vacataire
TEACH-04432,Delannoy,William,F,1974-06-15,+33 (0)4 73 71 84 87,meunierolivie@example.net,Intelligence Artificielle,Vacataire,2012-06-29,Permanent
TEACH-04433,Menard,Margaret,F,1963-09-28,0516500721,lemaitremonique@example.net,IA,Maître Assistant,2018-12-28,Permanent
TEACH-04434,Laine,Anouk,M,1994-04-28,+33 (0)4 34 80 30 70,bernierroger@example.com,Cybersécurité,Professeur,2014-05-30,Vacataire
TEACH-04435,Leclercq,Célina,M,1995-02-19,02 96 69 54 50,henriette89@example.org,Cloud,Maître Assistant,2010-06-01,Vacataire
TEACH-04436,Martel,Céline,F,1997-04-30,+33 5 64 94 71 44,susanne35@example.com,Cybersécurité,Assistant,2014-06-20,Permanent
TEACH-04437,Martinez,Anastasie,F,1985-05-18,08 08 76 43 99,madeleinefernandes@example.com,IA,Vacataire,2025-03-10,Permanent
TEACH-04438,Neveu,Roger,F,1975-10-10,+33 4 23 82 03 82,jlucas@example.org,Cloud,Assistant,2006-11-27,Vacataire
TEACH-04439,Vallet,Martin,F,1996-07-12,0554780872,rlemaire@example.org,Python,Vacataire,2012-10-21,Permanent
TEACH-04440,Torres,Lorraine,F,1972-03-19,05 61 83 68 28,perrotjulie@example.net,IA,Maître Assistant,2013-07-05,Vacataire
TEACH-04441,Gallet,Louis,M,1998-07-22,02 85 79 38 52,patrick71@example.net,Intelligence Artificielle,Maître Assistant,2012-04-12,Permanent
TEACH-04442,Leleu,Pierre,F,1995-05-07,+33 3 23 90 28 10,dorothee27@example.com,IA,Professeur,2023-06-30,Permanent
TEACH-04443,Leduc,Renée,M,1962-12-24,04 91 65 72 03,thibaut94@example.net,Base de données,Vacataire,2018-01-21,Permanent
TEACH-04444,Lagarde,Thierry,F,1988-06-27,+33 (0)4 15 25 92 57,leon99@example.com,Base de données,Assistant,2019-07-25,Permanent
TEACH-04445,Briand,Christelle,M,1997-02-12,+33 4 15 39 84 84,jacquestimothee@example.org,Python,Professeur,2021-05-03,Permanent
TEACH-04446,Fabre,Christelle,F,1984-08-05,+33 (0)4 26 56 04 66,audrey74@example.org,Cybersécurité,Professeur,2025-03-04,Vacataire
TEACH-04447,Bonneau,Édouard,F,1967-09-10,+33 (0)6 36 07 25 78,bernard22@example.net,IA,Maître Assistant,2020-02-01,Vacataire
TEACH-04448,Morel,Franck,F,1981-02-01,04 99 57 61 98,kguillaume@example.com,Python,Vacataire,2017-12-05,Vacataire
TEACH-04449,Marchal,Jacques,M,1993-04-21,+33 2 69 01 68 07,julie36@example.net,Cybersécurité,Maître Assistant,2011-12-13,Permanent
TEACH-04450,Guyon,Thierry,F,1963-02-27,+33 2 99 10 79 61,imathieu@example.net,Cybersécurité,Professeur,2023-09-25,Permanent
TEACH-04451,Pottier,Philippine,F,1977-07-09,+33 8 02 12 76 57,claroche@example.net,Intelligence Artificielle,Maître Assistant,2024-12-09,Permanent
TEACH-04452,Laine,Audrey,F,1996-10-10,03 59 64 81 73,durandhortense@example.com,Data Science,Maître Assistant,2021-01-19,Permanent
TEACH-04453,Robin,Dominique,F,1967-10-11,+33 2 98 78 83 82,camille14@example.com,Python,Assistant,2010-06-12,Vacataire
TEACH-04454,Roger,Stéphanie,M,1986-10-07,+33 2 31 68 86 50,marine87@example.org,IA,Vacataire,2011-03-01,Vacataire
TEACH-04455,Dias,Vincent,M,1998-01-23,0557325461,bjean@example.com,Python,Vacataire,2018-03-31,Permanent
TEACH-04456,Bazin,François,F,1961-03-31,+33 (0)1 44 97 99 99,julieguyot@example.org,Cybersécurité,Maître Assistant,2014-12-25,Permanent
TEACH-04457,Albert,Victoire,M,1961-04-07,+221771234567,,Data Science,Professeur,2011-05-04,Permanent
TEACH-04458,Meunier,André,M,1980-07-10,03 90 67 61 63,monniermonique@example.net,IA,Vacataire,2020-05-30,Permanent
TEACH-04459,Hamel,Hélène,F,1983-09-08,0631164314,davidguerin@example.net,IA,Maître Assistant,2008-02-11,Permanent
TEACH-04460,Léger,Françoise,M,1988-11-05,771234567,,Intelligence Artificielle,Prof,2011-09-30,Permanent
TEACH-04461,Legrand,Paul,M,1995-06-20,0325382953,ybesnard@example.com,Python,Professeur,2009-05-19,Vacataire
TEACH-04462,Bègue,Henriette,M,1999-09-22,+33 (0)3 61 42 30 88,ramosmargot@example.net,IA,Professeur,2008-01-07,Vacataire
TEACH-04463,Grégoire,Lucas,M,1999-01-31,+33 6 59 17 08 67,alexperrin@example.org,Data Science,Maître Assistant,2008-10-17,Vacataire
TEACH-04464,Thierry,Lucie,M,1965-02-08,+33 (0)2 21 69 76 54,thierry86@example.com,Base de données,Vacataire,2021-01-04,Permanent
TEACH-04465,Robert,Christophe,F,1998-10-03,06 60 17 68 32,julie91@example.org,IA,Vacataire,2018-01-10,Permanent
TEACH-04466,Imbert,Michèle,F,1961-09-10,+33 (0)3 56 79 09 86,ilefort@example.com,Cybersécurité,Vacataire,2006-09-30,Permanent
TEACH-04467,Hamel,Stéphane,M,1975-03-19,0278392055,rmartel@example.net,Cloud,Maître Assistant,2023-09-13,Permanent
TEACH-04468,Paul,Véronique,M,1976-07-23,+33 5 08 07 75 50,rousselmonique@example.net,IA,Professeur,2015-08-30,Vacataire
TEACH-04469,Ruiz,Virginie,M,1989-05-26,+33 7 99 99 26 66,lhardy@example.com,Python,Maître Assistant,2011-08-27,Vacataire
TEACH-04470,Barbe,Agnès,F,1984-05-08,+33 (0)7 32 26 80 56,merleaurelie@example.org,Intelligence Artificielle,Maître Assistant,2010-12-09,Permanent
TEACH-04471,Marques,Victoire,F,1992-09-19,0234583416,robertmarcel@example.org,Base de données,Assistant,2009-11-07,Vacataire
TEACH-04472,Girard,Gabrielle,F,1975-06-25,+33 (0)2 23 27 42 69,rodriguezvalerie@example.org,Base de données,Professeur,2012-08-05,Permanent
TEACH-04473,Delmas,Zoé,M,1972-08-03,+33 (0)2 62 96 36 39,josephine73@example.org,Data Science,Professeur,2022-03-30,Vacataire
TEACH-04474,Fabre,Nicolas,M,1973-11-27,+33 3 54 47 45 47,nboyer@example.org,Base de données,Professeur,2010-01-14,Permanent
TEACH-04475,Delorme,Célina,F,1988-01-30,+33 1 70 47 54 09,edouardmoulin@example.org,Intelligence Artificielle,Vacataire,2016-10-09,Vacataire
TEACH-04476,Huet,Susan,M,1968-04-26,+33 (0)7 66 78 03 51,albertchantal@example.com,IA,Maître Assistant,2021-05-12,Permanent
TEACH-04477,Andre,Emmanuelle,F,1968-05-17,04 82 76 82 82,julienodette@example.net,Base de données,Vacataire,2007-06-01,Vacataire
TEACH-04478,Philippe,Aurore,F,1990-11-12,02 90 48 19 50,ruizrichard@example.com,Python,Maître Assistant,2016-06-14,Vacataire
TEACH-04479,Guillon,Guy,F,2000-07-19,+33 2 14 68 01 46,marinclemence@example.org,Python,Vacataire,2009-08-30,Vacataire
TEACH-04480,Bigot,Eugène,F,1964-05-27,03 53 77 38 97,alex63@example.com,Python,Vacataire,2017-05-19,Permanent
TEACH-04481,Royer,Thierry,F,1990-03-26,+33 (0)2 43 75 64 50,nathaliemartin@example.com,Base de données,Maître Assistant,2012-02-02,Permanent
TEACH-04482,Maréchal,Océane,F,1985-04-06,+33 1 44 56 74 43,susan63@example.org,Base de données,Professeur,2023-01-18,Permanent
TEACH-04483,Colin,Marcel,F,1961-01-03,0164834385,dcharrier@example.com,Base de données,Professeur,2022-06-07,Permanent
TEACH-04484,Costa,Christophe,F,1981-06-04,+33 (0)5 18 89 81 84,thierry62@example.net,Intelligence Artificielle,Assistant,2020-01-07,Vacataire
TEACH-04485,Gilbert,Adrienne,F,1971-04-10,+33 (0)1 78 95 79 64,suzanne52@example.org,Cloud,Professeur,2025-04-12,Permanent
TEACH-04486,Jourdan,Patrick,F,1981-01-26,02 48 63 94 86,frederiquedupuis@example.net,Data Science,Maître Assistant,2021-11-05,Permanent
TEACH-04487,Vallet,Élodie,F,1986-10-06,0251619231,isabelle47@example.net,IA,Maître Assistant,2009-09-17,Vacataire
TEACH-04488,Ribeiro,Audrey,F,1962-01-12,771234567,,IA,Assistant?,2007-11-22,Permanent
TEACH-04489,Dumont,Agathe,M,1960-12-28,0325601140,bouchetjules@example.net,Cloud,Maître Assistant,2011-09-14,Vacataire
TEACH-04490,Devaux,Alfred,F,1991-06-03,77-123-45-67,,Intelligence Artificielle,Professeur Senior,2012-02-01,Vacataire
TEACH-04491,Seguin,Michelle,F,1981-09-04,+33 3 58 21 06 27,adrienne89@example.com,Cloud,Assistant,2025-02-22,Permanent
TEACH-04492,Fournier,Louis,F,1983-02-07,0564533242,claudine58@example.net,Cloud,Assistant,2014-06-27,Permanent
TEACH-04493,Bourgeois,Philippine,M,1972-09-26,0444230025,alphonse81@example.net,Cloud,Vacataire,2025-02-11,Vacataire
TEACH-04494,Fischer,Aimée,M,1998-09-22,0535793571,lvallet@example.com,Python,Vacataire,2012-11-11,Permanent
TEACH-04495,Morvan,Margaux,M,1965-08-27,04 86 25 35 95,bandre@example.org,Data Science,Professeur,2009-12-01,Permanent
TEACH-04496,Rodrigues,Marc,M,1970-07-21,0241660526,eevrard@example.net,Cybersécurité,Vacataire,2011-09-01,Vacataire
TEACH-04497,David,Madeleine,F,1987-05-11,01 74 33 01 37,mauriceraymond@example.net,Cybersécurité,Maître Assistant,2012-02-10,Permanent
TEACH-04498,Gauthier,Stéphane,F,1975-11-08,04 82 07 95 28,pverdier@example.org,IA,Maître Assistant,2011-01-05,Vacataire
TEACH-04499,Grenier,Constance,F,1987-03-21,+33 3 64 12 17 33,vincentalexandre@example.net,Base de données,Assistant,2017-02-15,Permanent
TEACH-04500,Brunel,Capucine,F,1970-09-16,+33 (0)4 50 74 49 31,allardmanon@example.net,IA,Professeur,2011-04-28,Permanent
TEACH-04501,Bailly,Gabrielle,F,1990-05-25,04 99 47 42 86,jeromelopez@example.org,Cloud,Maître Assistant,2008-02-28,Permanent
TEACH-04502,Pasquier,Diane,M,1991-11-04,0232009268,bernadette41@example.org,IA,Vacataire,2010-02-04,Vacataire
TEACH-04503,Colas,Honoré,M,1995-04-17,+33 (0)2 53 86 42 23,arnauderoy@example.org,Cybersécurité,Vacataire,2009-11-18,Permanent
TEACH-04504,Lefort,Bernadette,F,1978-07-10,+33 1 49 44 73 70,vaillantluc@example.org,Data Science,Maître Assistant,2019-12-06,Permanent
TEACH-04505,Vincent,Paulette,M,1965-05-06,0631455240,ccordier@example.org,Base de données,Maître Assistant,2006-11-14,Permanent
TEACH-04506,Bertin,François,F,1989-06-21,04 73 23 85 33,traorechristine@example.net,Cybersécurité,Assistant,2010-06-17,Permanent
TEACH-04507,Salmon,Thibaut,F,1963-07-27,+33 (0)1 83 91 11 31,victordumont@example.net,Cloud,Maître Assistant,2015-07-16,Vacataire
TEACH-04508,Benoit,Suzanne,M,1962-09-21,05 94 73 29 53,zoefrancois@example.net,Python,Maître Assistant,2012-03-07,Vacataire
TEACH-04509,Dupuy,Émile,M,1996-10-31,+33 5 35 99 23 65,marinedenis@example.com,Python,Assistant,2019-01-17,Permanent
TEACH-04510,Pelletier,Renée,M,1981-02-02,0164989654,fgimenez@example.com,IA,Maître Assistant,2016-07-02,Permanent
TEACH-04511,Leclercq,Céline,F,1987-01-08,0430346312,delahayebertrand@example.com,Intelligence Artificielle,Professeur,2019-11-03,Vacataire
TEACH-04512,Leblanc,Édith,F,1999-06-01,02 34 89 11 49,nath96@example.com,Base de données,Maître Assistant,2020-12-21,Permanent
TEACH-04513,Langlois,Élodie,M,1972-11-20,02 97 97 36 07,zgay@example.net,Python,Maître Assistant,2014-10-03,Permanent
TEACH-04514,Adam,Lucas,F,1998-08-04,+33 (0)4 38 29 36 54,garnieranais@example.org,IA,Professeur,2007-06-16,Permanent
TEACH-04515,Fontaine,Jeanne,M,1969-03-22,02 28 77 34 63,marcelle33@example.com,Intelligence Artificielle,Assistant,2019-04-19,Vacataire
TEACH-04516,Roche,Joséphine,M,1996-07-01,04 13 09 65 73,jrenard@example.net,Python,Professeur,2020-02-25,Permanent
TEACH-04517,Cordier,Aurore,F,1985-08-13,+33 2 76 45 88 73,emilienguyen@example.org,Data Science,Professeur,2012-10-22,Vacataire
TEACH-04518,Blondel,Jacques,M,1996-08-07,05 33 58 15 69,leblancmargot@example.org,Base de données,Assistant,2009-02-18,Vacataire
TEACH-04519,Garcia,Benoît,F,1967-08-15,0485666599,raymond12@example.com,Cybersécurité,Assistant,2013-05-12,Vacataire
TEACH-04520,Laroche,Audrey,F,1970-06-29,0249702493,luce19@example.net,IA,Vacataire,2012-07-12,Permanent
TEACH-04521,Thomas,Marthe,M,1987-09-24,02 50 27 64 83,mcollet@example.com,Python,Professeur,2024-08-06,Vacataire
TEACH-04522,Fischer,Georges,F,1971-09-12,+33 5 40 53 76 52,rivieredaniel@example.com,Cybersécurité,Maître Assistant,2009-04-09,Permanent
TEACH-04523,Charpentier,Michel,M,1993-10-30,+33 (0)4 91 14 33 67,frederic19@example.net,Python,Vacataire,2017-07-17,Vacataire
TEACH-04524,Berthelot,Adélaïde,M,1988-12-10,+33 (0)2 50 34 00 47,helenejoseph@example.org,Cloud,Vacataire,2017-12-28,Permanent
TEACH-04525,Paul,Gabrielle,M,1961-07-31,+33 (0)4 85 45 36 31,edith47@example.net,IA,Assistant,2016-10-12,Vacataire
TEACH-04526,Peltier,Stéphane,M,1968-02-18,03 80 09 09 78,capucine56@example.net,Cybersécurité,Vacataire,2024-09-05,Permanent
TEACH-04527,Roy,Zacharie,M,1976-02-14,+33 (0)3 54 35 29 09,sauvagecaroline@example.net,Intelligence Artificielle,Professeur,2017-12-13,Permanent
TEACH-04528,Pichon,Joséphine,F,1980-10-27,02 19 91 39 03,georges79@example.org,Data Science,Maître Assistant,2008-12-22,Vacataire
TEACH-04529,Pages,Joseph,F,1970-04-06,+33 (0)3 85 40 79 95,gaudinadrienne@example.net,Python,Vacataire,2010-05-29,Permanent
TEACH-04530,Collet,Isabelle,F,1983-03-24,01 82 72 16 79,valettemarianne@example.org,Data Science,Assistant,2013-08-22,Permanent
TEACH-04531,Renaud,Margot,F,1993-02-05,02 21 82 82 77,chantal60@example.com,Cloud,Assistant,2008-03-05,Vacataire
TEACH-04532,Chrétien,Bertrand,F,1985-12-26,01 72 04 30 68,louis99@example.com,Python,Professeur,2016-02-07,Permanent
TEACH-04533,Bonnet,Claudine,F,1983-02-18,0290496648,emmanuellecoste@example.com,Base de données,Maître Assistant,2012-10-19,Vacataire
TEACH-04534,Parent,Jacques,F,1985-09-03,0368214245,ocolas@example.net,Intelligence Artificielle,Vacataire,2016-12-29,Vacataire
TEACH-04535,Poulain,Claudine,M,1990-10-22,+33 5 16 03 34 44,anoukthomas@example.org,IA,Vacataire,2015-09-26,Permanent
TEACH-04536,Vallet,Théophile,F,1962-10-10,0144462326,blotroger@example.org,Python,Vacataire,2018-01-11,Vacataire
TEACH-04537,Colin,René,F,1976-07-16,+33 4 42 44 71 49,cordieralex@example.net,Intelligence Artificielle,Maître Assistant,2019-06-27,Permanent
TEACH-04538,Brun,Luce,M,1995-04-06,0434959575,chauvincorinne@example.com,Cybersécurité,Maître Assistant,2012-08-03,Vacataire
TEACH-04539,Leblanc,Édouard,F,1995-06-17,+33 4 87 49 19 82,qroy@example.com,Python,Vacataire,2012-01-10,Permanent
TEACH-04540,Louis,Benoît,F,1966-01-01,+33 (0)6 35 85 88 39,mariannealexandre@example.net,Python,Maître Assistant,2014-03-12,Permanent
TEACH-04541,Chevalier,Catherine,M,1996-12-15,0252899015,mahefrancois@example.net,Base de données,Assistant,2019-04-17,Permanent
TEACH-04542,Mendès,Jacques,M,1965-08-29,+33 1 48 50 35 13,charlottepons@example.net,Data Science,Vacataire,2010-03-26,Vacataire
TEACH-04543,Gaillard,François,M,1978-09-08,02 97 39 68 64,xguibert@example.com,Python,Professeur,2017-03-23,Permanent
TEACH-04544,De Sousa,Marcelle,F,1992-03-29,+33 5 47 43 03 99,walves@example.net,Base de données,Assistant,2024-04-21,Permanent
TEACH-04545,Tessier,Josette,F,2000-01-22,+33 (0)5 45 28 43 66,gchevalier@example.com,Base de données,Professeur,2016-08-05,Permanent
TEACH-04546,Grondin,Patricia,M,1993-10-12,+33 (0)5 86 30 68 41,christiane76@example.net,Cybersécurité,Assistant,2014-01-29,Vacataire
TEACH-04547,Lamy,Étienne,F,1986-12-10,02 50 69 53 74,milletedouard@example.net,Intelligence Artificielle,Vacataire,2015-06-07,Vacataire
TEACH-04548,Imbert,Denise,M,1981-12-14,+33 (0)4 34 81 97 41,boulaydiane@example.com,Cybersécurité,Professeur,2012-01-02,Permanent
TEACH-04549,Gay,Michel,M,1987-05-05,0155466951,chauveauaugustin@example.net,Python,Maître Assistant,2007-01-10,Vacataire
TEACH-04550,Barre,Louis,F,1996-04-17,0532165548,leleuoceane@example.com,Python,Assistant,2023-09-04,Vacataire
TEACH-04551,Lemaître,Christophe,M,1968-10-28,0357332106,henriette01@example.com,Python,Maître Assistant,2024-02-24,Vacataire
TEACH-04552,Meyer,Aimé,M,1971-02-17,04 23 59 99 92,hmaillard@example.com,Cybersécurité,Professeur,2022-12-08,Permanent
TEACH-04553,Courtois,Catherine,M,1985-08-12,0563835458,ffouquet@example.net,Cybersécurité,Assistant,2014-01-26,Permanent
TEACH-04554,Gilbert,Michelle,M,1964-10-15,02 40 22 97 89,pdurand@example.com,Python,Vacataire,2007-06-05,Permanent
TEACH-04555,Marchal,Alice,F,1972-09-07,0375182897,rjacquet@example.org,Base de données,Assistant,2012-11-05,Vacataire
TEACH-04556,Pons,Élise,M,1999-04-15,02 85 53 19 46,margaud78@example.org,Cloud,Assistant,2017-06-07,Vacataire
TEACH-04557,Gauthier,François,F,1974-05-31,+33 (0)3 90 54 85 79,wrenaud@example.net,Intelligence Artificielle,Maître Assistant,2009-05-27,Permanent
TEACH-04558,Bègue,Tristan,F,1999-06-03,+33 (0)3 27 21 50 09,evrardchristelle@example.com,Python,Professeur,2020-12-21,Permanent
TEACH-04559,Tessier,Sabine,M,1993-07-23,+33 (0)2 98 05 13 19,michelle33@example.com,Python,Vacataire,2008-11-12,Vacataire
TEACH-04560,Gay,Marianne,M,1963-01-24,+221771234567,,Intelligence Artificielle,Prof,2024-12-02,Permanent
TEACH-04561,Michaud,Élise,M,1968-07-22,+33 (0)3 79 78 39 02,colettelacroix@example.net,Base de données,Vacataire,2015-07-04,Permanent
TEACH-04562,Marty,Élisabeth,F,1967-08-22,+33 3 23 16 28 85,bchevalier@example.org,Base de données,Professeur,2014-12-01,Vacataire
TEACH-04563,Hernandez,Marine,M,1980-06-13,0164991391,alexandre69@example.com,IA,Assistant,2008-12-11,Permanent
TEACH-04564,Peltier,Étienne,F,1979-04-25,02 62 08 00 26,tleclerc@example.org,Base de données,Professeur,2016-03-13,Permanent
TEACH-04565,Moulin,Agnès,F,1972-06-13,+33 (0)3 71 05 77 37,henriettefrancois@example.org,Cloud,Maître Assistant,2007-09-03,Vacataire
TEACH-04566,Pichon,Michelle,M,1991-03-26,0636479215,lucepons@example.com,Cybersécurité,Vacataire,2020-11-09,Vacataire
TEACH-04567,Chartier,Valentine,F,1987-10-25,04 81 71 78 10,theophile72@example.org,Python,Assistant,2019-01-17,Permanent
TEACH-04568,François,Colette,M,1976-03-04,0373159569,bnavarro@example.org,Intelligence Artificielle,Professeur,2017-12-31,Permanent
TEACH-04569,Pascal,Susanne,M,1973-12-27,+33 4 27 23 40 83,cpaul@example.org,Cybersécurité,Professeur,2015-10-27,Vacataire
TEACH-04570,Auger,Aimée,F,1971-12-24,04 74 90 40 12,olivierlegros@example.net,Base de données,Assistant,2019-10-19,Permanent
TEACH-04571,Poulain,Claude,F,1983-09-03,+33 (0)4 84 57 47 36,jacobbertrand@example.com,Python,Assistant,2019-01-20,Vacataire
TEACH-04572,Lelièvre,Noël,F,1964-10-21,02 58 03 57 36,adele51@example.net,Python,Maître Assistant,2025-03-01,Vacataire
TEACH-04573,Ledoux,Jeannine,F,1964-03-25,06 23 29 86 87,alexandre53@example.com,Cybersécurité,Vacataire,2021-11-10,Vacataire
TEACH-04574,Huet,Jeannine,M,1975-08-31,+33 3 61 79 27 20,lecomteguy@example.com,Python,Assistant,2014-11-15,Vacataire
TEACH-04575,Boutin,Thibaut,M,1977-02-14,+33 4 49 93 17 85,pmendes@example.org,IA,Vacataire,2011-05-02,Permanent
TEACH-04576,Duhamel,Inès,M,1960-08-03,77-123-45-67,,Data Science,Professeur Senior,2023-09-10,Permanent
TEACH-04577,Prévost,Tristan,F,1966-03-12,0236469137,edouarddos-santos@example.com,Python,Vacataire,2025-01-02,Vacataire
TEACH-04578,Lacombe,Grégoire,M,1992-09-22,+33 (0)5 47 04 85 34,martinepetitjean@example.org,Cloud,Maître Assistant,2012-03-08,Permanent
TEACH-04579,Baudry,Édouard,M,1972-08-07,01 45 04 75 26,maryseroger@example.net,Data Science,Professeur,2014-08-10,Vacataire
TEACH-04580,Bonnet,Mathilde,M,1994-05-21,+33 1 72 51 64 20,martinmonnier@example.net,Cloud,Professeur,2014-08-15,Permanent
TEACH-04581,Jourdan,Aurélie,F,1967-08-19,03 62 73 27 23,tristanpasquier@example.com,Base de données,Assistant,2019-07-16,Vacataire
TEACH-04582,Bruneau,Charles,M,1994-11-12,02 28 62 99 91,pichongabrielle@example.org,Python,Vacataire,2006-11-25,Permanent
TEACH-04583,Guyon,Robert,F,1961-05-27,+33 (0)2 36 38 53 55,poulainfrancoise@example.org,Python,Professeur,2010-04-26,Permanent
TEACH-04584,Blot,Henri,M,1973-09-08,+33 4 77 17 38 50,vincenteugene@example.org,Python,Vacataire,2023-06-28,Vacataire
TEACH-04585,Thibault,Lucie,M,1996-04-07,02 96 97 00 75,gabriellelegros@example.org,Intelligence Artificielle,Maître Assistant,2014-01-03,Permanent
TEACH-04586,Leconte,Marie,M,1966-07-09,+33 (0)4 81 67 59 45,christophe89@example.org,Python,Professeur,2019-11-27,Vacataire
TEACH-04587,Vallée,Lucie,M,2000-04-22,+33 (0)5 46 13 64 54,labbegregoire@example.org,Cloud,Professeur,2018-09-27,Permanent
